Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
08/30/2020,02/01/2020,08/29/2020,ME,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,69,
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,65-74,27,
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,75-84,44,
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,85+,59,
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,ME,Coronavirus Disease 2019,COVID-19,U071,All ages,145,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,14,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,46,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,174,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,354,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,713,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,757,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,740,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,2802,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,14,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,80,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,107,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,141,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,127,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,474,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,14,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,40,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,80,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,131,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,97,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,41,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,407,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,25-34,11,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,35-44,32,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,45-54,99,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,55-64,267,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,65-74,561,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,75-84,573,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,85+,529,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory failure,J96,All ages,2073,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,65-74,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,75-84,14,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,85+,17,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Respiratory arrest,R09.2,All ages,47,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,15,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,17,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,37,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,34,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,26,
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,135,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,11,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,50,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,114,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,222,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,232,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,85+,295,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,928,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,15,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,54,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,134,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,174,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,85+,185,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,566,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,35-44,10,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,45-54,27,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,55-64,71,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,65-74,102,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,75-84,76,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,85+,96,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrest,I46,All ages,390,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,24,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,61,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,80,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,105,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,282,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,55-64,43,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,65-74,67,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,75-84,100,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,85+,163,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Heart failure,I50,All ages,388,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,13,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,37,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,73,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,78,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,86,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,290,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,25,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,35,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,76,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,77,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,71,
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,293,
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,45-54,62,
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,55-64,140,
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,65-74,204,
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,75-84,187,
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,85+,150,
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Sepsis,Sepsis,A40-A41,All ages,752,
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,11,
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,36,
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,79,
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,59,
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,55,
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,247,
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,35-44,13,
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,45-54,65,
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,55-64,117,
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,65-74,205,
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,75-84,175,
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,85+,128,
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Diabetes,Diabetes,E10-E14,All ages,707,
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,35-44,18,
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,45-54,34,
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,55-64,43,
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,65-74,35,
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,75-84,16,
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Obesity,Obesity,E65-E68,All ages,161,
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,65-74,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,75-84,42,
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,85+,108,
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Alzheimer disease,Alzheimer disease,G30,All ages,161,
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,14,
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,56,
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,148,
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,347,
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,565,
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,35-44,12,
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,45-54,42,
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,55-64,99,
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,65-74,160,
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,75-84,157,
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,85+,129,
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,Renal failure,Renal failure,N17-N19,All ages,605,
08/30/2020,02/01/2020,08/29/2020,MI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,MI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,17,
08/30/2020,02/01/2020,08/29/2020,MI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,26,
